SEQ,LINK_NO,CASE_REF,CUSTOMER_ID,CUSTOMER_NAME,CUSTOMER_PAN,WEEK_START,AGGREGATE_CASH,P_SUSPICIOUS,RULE_THEN,THRESHOLD_THEN,RULE_NOW,THRESHOLD_NOW,CITATION,WHY_NO_ALERT,AGGRAVATING,MITIGATING,EVIDENCE,CONTENT_HASH,CHAIN_HASH
12,12,CU-100047|2025-11-17,CU-100047,Customer 100047,PSCKZ1664E,2025-11-17,957761.85,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      957,762 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 25.37 times declared monthly income for a salaried banking employee—an occupation with zero legitimate cash-handling needs. This extreme disproportionality, combined with 75% of deposits sitting just below round numbers (classic threshold avoidance) and 41% being rapidly transferred out electronically, forms the signature of structured placement followed by layering.","The activity spans 26 weeks with moderate volatility (0.32) and appears in only 38.5% of weeks, suggesting some underlying recurring economic activity rather than a one-off placement scheme. The customer uses a single branch consistently and retains 59% of funds in the account, which is more consistent with working capital management than pure pass-through. The LOW risk rating and lack of PEP status suggest no prior red flags.","{
  ""avg_deposit"": 239440,
  ""cash_vs_monthly_income"": 25.37,
  ""days_since_kyc"": 541,
  ""declared_annual_income"": 453000,
  ""deposits_just_under_round_pct"": 75,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.41,
  ""prior_alert_count"": 4,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 3.200000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 38.5
}",13744ab952f5b2a7670da768723173f5085a4c044873c28afc5a53145726495f,ee8477726eced2f37fc697b2802bdda64a5a62cae0e8cc700242e8d781cba721
13,13,CU-100047|2026-04-06,CU-100047,Customer 100047,PSCKZ1664E,2026-04-06,886504.22,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      886,504 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 23.48 times declared monthly income for a salaried banking employee—an occupation with zero legitimate cash-handling requirements. This extreme disproportion, combined with 83.3% of deposits sitting just below round numbers (classic structuring behavior) and sporadic activity (only 34.6% of weeks active with high volatility of 0.28), creates a textbook structuring profile where someone is deliberately keeping deposits under reporting thresholds in bursts inconsistent with any genuine business rhythm.","The customer retains 54% of deposited cash in the account rather than immediately transferring it out, which contradicts the typical laundering pattern of rapid layering. Legitimate cash businesses (even undeclared side businesses) need working capital to pay suppliers and expenses. The use of only a single branch also suggests habitual, localized activity rather than the geographic dispersion often seen in structured placement schemes.","{
  ""avg_deposit"": 147751,
  ""cash_vs_monthly_income"": 23.48,
  ""days_since_kyc"": 681,
  ""declared_annual_income"": 453000,
  ""deposits_just_under_round_pct"": 83.3,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.46,
  ""prior_alert_count"": 7,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.800000000000000e-01,
  ""weeks_since_cash_began"": 22,
  ""weeks_with_cash_activity_pct"": 34.6
}",98672e5ead8aadb5085dcac9e8fff6d496a542debb6665a6a097169b0650609d,8fdb56a8b34bf0a71a4f98668bf876e1ab280c8d3fe126c987772f1b27f9bb86
14,14,CU-100047|2026-05-18,CU-100047,Customer 100047,PSCKZ1664E,2026-05-18,836335.4,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      836,335 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 22.15 times declared monthly income for a salaried banking employee—an occupation with zero legitimate cash-handling needs. This extreme disproportionality, combined with 80% of deposits sitting just below round numbers (classic threshold avoidance) and 51% being rapidly transferred out via electronic channels, forms a textbook structuring pattern inconsistent with any plausible business explanation for someone in formal employment.","The activity has persisted steadily for 26 weeks (50% of weeks active) with relatively low volatility (0.27), suggesting an ongoing operation rather than a one-time panic layering. Legitimate cash-intensive side businesses—even undeclared ones run by salaried employees—do show this kind of sustained, semi-regular pattern. The customer uses only one branch and holds a LOW internal risk rating, which may reflect years of prior clean banking history before this recent cash pattern emerged.","{
  ""avg_deposit"": 167267,
  ""cash_vs_monthly_income"": 22.15,
  ""days_since_kyc"": 723,
  ""declared_annual_income"": 453000,
  ""deposits_just_under_round_pct"": 80,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.51,
  ""prior_alert_count"": 8,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.700000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 50
}",f58548f021e675f6a0ddf22aff12459ae1e8d45701a198940b2542e8f0e98fb8,2db14e0a1fc705f905f87952b54af6f8a09bb603d65388cdb198fe80e8fcad99
15,15,CU-100047|2026-06-08,CU-100047,Customer 100047,PSCKZ1664E,2026-06-08,951324.71,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      951,325 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 25.20 times declared monthly income for a salaried banking employee—an occupation with zero legitimate cash-handling needs. This extreme disproportionality, combined with 85.7% of deposits sitting just below round numbers (classic threshold avoidance) and 56% being rapidly transferred out electronically, forms a textbook structuring pattern inconsistent with any plausible business explanation for someone in formal employment.","The activity has persisted steadily for 26 weeks (50% of weeks active) with moderate volatility (0.29), suggesting an ongoing operation rather than a one-time panic layering. If this were pure structuring, we'd expect either more erratic bursts or more mechanical regularity. The customer maintains LOW risk rating and uses only one branch, showing some operational consistency. It's possible this represents undeclared but legitimate side business (though the banking occupation and income mismatch remain deeply problematic).","{
  ""avg_deposit"": 135904,
  ""cash_vs_monthly_income"": 25.2,
  ""days_since_kyc"": 744,
  ""declared_annual_income"": 453000,
  ""deposits_just_under_round_pct"": 85.7,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.56,
  ""prior_alert_count"": 9,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.900000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 50
}",57d6fbac974e83cebd8eec39fa892023198bc9620bde4a6d0ea680b2bbfc9f61,0f552365ec97fc8b24ef84450ca05cfb24d65d83c5f4dd504fd87d9fa94de199
16,16,CU-100101|2026-01-05,CU-100101,Customer 100101,QDBXH8949D,2026-01-05,834422.97,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      834,423 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 24 times declared monthly income for a salaried IT professional—an occupation with no legitimate cash-handling requirement—and 83% of deposits sit just below round numbers, a classic structuring signature. The activity appeared only 3 weeks ago in sudden bursts (active in just 11.5% of weeks) rather than the steady rhythm of genuine trade.","The customer retains 68% of deposited funds in the account rather than immediately transferring them out, which is inconsistent with typical layering behavior. Launderers normally move money quickly to obscure the trail; legitimate businesses retain working capital to pay suppliers and expenses. The single-branch usage also suggests local, established activity rather than geographic dispersion typical of structuring networks.","{
  ""avg_deposit"": 139070,
  ""cash_vs_monthly_income"": 24.13,
  ""days_since_kyc"": 435,
  ""declared_annual_income"": 415000,
  ""deposits_just_under_round_pct"": 83.3,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - IT"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.32,
  ""prior_alert_count"": 3,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 1.000000000000000e-01,
  ""weeks_since_cash_began"": 3,
  ""weeks_with_cash_activity_pct"": 11.5
}",d46465b332916224150f7ac922b97a17d6953b5f4e2df11627260349886515ac,ce28d7223948fe769034370a1603b104afaed7c794fb0c01c35438a56a8a6c3b
17,17,CU-100101|2026-01-12,CU-100101,Customer 100101,QDBXH8949D,2026-01-12,962618.67,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      962,619 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 27.83 times declared monthly income for an IT salaried employee with no legitimate cash-intensive business, and activity appeared suddenly just 4 weeks ago in concentrated bursts (active only 15.4% of weeks) with 75% of deposits structured just below round thresholds.","The customer retains 63% of deposited funds in the account rather than immediately transferring out, which is inconsistent with classic layering behavior where launderers quickly move cash to obscure its origin—legitimate businesses typically keep working capital for operational expenses.","{
  ""avg_deposit"": 240655,
  ""cash_vs_monthly_income"": 27.83,
  ""days_since_kyc"": 442,
  ""declared_annual_income"": 415000,
  ""deposits_just_under_round_pct"": 75,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - IT"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.37,
  ""prior_alert_count"": 3,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 1.400000000000000e-01,
  ""weeks_since_cash_began"": 4,
  ""weeks_with_cash_activity_pct"": 15.4
}",b5379d8989fd3db62b22e16aadfe3d29dc4a11856a9d1e6cc5331c5501999d84,4b385d6e37c9c5c2ac95c31d836198683ef83ca2bbb23368a81564414c2a7095
18,18,CU-100101|2026-01-19,CU-100101,Customer 100101,QDBXH8949D,2026-01-19,861697.36,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      861,697 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 24.92 times declared monthly income for a salaried IT professional—an occupation with no legitimate cash-handling requirement. This extreme disproportion, combined with cash activity appearing only 5 weeks ago in sudden bursts (active in only 19.2% of weeks) after no prior history, is the hallmark of a mule account or structured placement.","The customer retains 68% of deposited funds in the account rather than immediately transferring them out, which is inconsistent with classic layering behavior. Launderers typically move funds quickly to obscure the trail; legitimate businesses accumulate cash to meet operating expenses and supplier payments. The single-branch usage also suggests genuine local business activity rather than coordinated structuring across multiple locations.","{
  ""avg_deposit"": 123100,
  ""cash_vs_monthly_income"": 24.92,
  ""days_since_kyc"": 449,
  ""declared_annual_income"": 415000,
  ""deposits_just_under_round_pct"": 85.7,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - IT"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.32,
  ""prior_alert_count"": 3,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 1.200000000000000e-01,
  ""weeks_since_cash_began"": 5,
  ""weeks_with_cash_activity_pct"": 19.2
}",b32a762ef526b7b8d0f81f97f4f4c8ea4b907b843f04caac43efcb8640dccdbd,3294200d9925d7485d790d6c220ca8585424bb2f4ffde86a3ed2e3ceb7422541
19,19,CU-100101|2026-02-02,CU-100101,Customer 100101,QDBXH8949D,2026-02-02,965312.58,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      965,313 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 27.91 times declared monthly income for a salaried IT professional—an occupation with no legitimate cash-handling requirement. This extreme disproportionality, combined with 85.7% of deposits sitting just below round numbers (classic threshold avoidance) and activity appearing only sporadically over 7 weeks (26.9% of weeks active, suggesting bursts rather than steady business), forms a textbook structuring pattern inconsistent with any plausible explanation tied to the customer's declared profile.","The customer retains 70% of deposited cash in the account rather than immediately transferring it out, which contradicts the typical layering behavior seen in structuring schemes where funds are rapidly moved to obscure their origin. This retention pattern, combined with use of only a single branch (suggesting transparency rather than obfuscation), could indicate the customer is genuinely accumulating funds for a legitimate purpose—possibly undeclared but legal side income, family pooling for a major purchase, or informal lending within their community.","{
  ""avg_deposit"": 137902,
  ""cash_vs_monthly_income"": 27.91,
  ""days_since_kyc"": 463,
  ""declared_annual_income"": 415000,
  ""deposits_just_under_round_pct"": 85.7,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - IT"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.3,
  ""prior_alert_count"": 4,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 1.400000000000000e-01,
  ""weeks_since_cash_began"": 7,
  ""weeks_with_cash_activity_pct"": 26.9
}",6032da424dbbe2ec9bc840e263d9e83d8ecbb94228fe4a0b45c5d052a3d02124,d7cdb041fae9b32e397f2dc331ec942c18b177cde370cf112e7413ffe1e9a0a5
20,20,CU-100110|2025-09-01,CU-100110,Customer 100110,MJMZE9672A,2025-09-01,819969.91,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      819,970 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","100% of deposits sit just below round numbers, combined with 60% rapid outward transfer and a Teacher occupation that generates no legitimate cash business—this is the classic structuring signature where amounts are deliberately engineered to avoid reporting thresholds.","Cash activity has been consistent for 25 weeks with low volatility (0.14), showing steady week-after-week behavior rather than sudden bursts. The regularity and persistence suggest an ongoing economic activity, not a one-time layering scheme, and the customer maintains LOW risk rating despite 9 prior alerts that presumably cleared.","{
  ""avg_deposit"": 91108,
  ""cash_vs_monthly_income"": 0.36,
  ""days_since_kyc"": 1817,
  ""declared_annual_income"": 27519000,
  ""deposits_just_under_round_pct"": 100,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Teacher"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.6,
  ""prior_alert_count"": 9,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 1.400000000000000e-01,
  ""weeks_since_cash_began"": 25,
  ""weeks_with_cash_activity_pct"": 92.3
}",28bab116a584fc70b6ea270b9810c222fa79fc647b4d1a95f02a89feadc7ffbe,1bad4d6e910477e46c79bf80a6401baba68b0a38757c5356af2f1e9d5ad4f9ce
21,21,CU-100120|2026-01-26,CU-100120,Customer 100120,RSGNG1775I,2026-01-26,925759.04,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      925,759 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 20.53 times declared monthly income for a Government Employee—an occupation with fixed, traceable salary payments that generate virtually no legitimate cash. Combined with cash activity appearing in only 3.8% of weeks (extreme burstiness), high volatility (1.5), and 85% immediate outflow via electronic transfer, this matches the classic structuring typology: sporadic large cash converted quickly to electronic form through an account whose profile provides no business justification.","The deposits do not systematically sit just below reporting thresholds (only 16.7% near round numbers), which argues against deliberate threshold avoidance. The customer uses a single branch (consistent with genuine local activity rather than geographic dispersion to evade detection) and has a LOW risk rating. It is possible the customer operates an undeclared cash business or receives family remittances that were never updated in KYC, though the 747-day stale KYC and 2 prior alerts weaken this explanation.","{
  ""avg_deposit"": 154293,
  ""cash_vs_monthly_income"": 20.53,
  ""days_since_kyc"": 747,
  ""declared_annual_income"": 541000,
  ""deposits_just_under_round_pct"": 16.7,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Government Employee"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.85,
  ""prior_alert_count"": 2,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 1.500000000000000e+00,
  ""weeks_since_cash_began"": 1,
  ""weeks_with_cash_activity_pct"": 3.8
}",835a18317b73c95b78d67a6792a6b9a73e94245866aef9edb2a504d37131829e,bb9c56b95761737db328d6a133c9c35e7e730d6d12e6cd35ff4e560717a918f9
22,22,CU-100120|2026-02-02,CU-100120,Customer 100120,RSGNG1775I,2026-02-02,803671.39,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      803,671 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 17.83 times declared monthly income for a Government Employee—an occupation with fixed, traceable salary payments that generate virtually no legitimate cash. Combined with 99% immediate outflow via electronic transfer and cash activity appearing in only 7.7% of weeks with extreme volatility (coefficient 1.5), this matches classic structuring: sporadic bursts of unexplained cash that are immediately layered out of the account.","The customer carries a LOW internal risk rating and has maintained the account long enough to accumulate 754 days since KYC refresh, suggesting an established relationship. The use of a single branch (rather than branch-hopping) and only 2 prior alerts over that period indicate some operational consistency. It's possible the customer operates an undeclared side business or receives legitimate cash on behalf of family members in trade, though this would still represent a KYC deficiency rather than laundering.","{
  ""avg_deposit"": 200918,
  ""cash_vs_monthly_income"": 17.83,
  ""days_since_kyc"": 754,
  ""declared_annual_income"": 541000,
  ""deposits_just_under_round_pct"": 50,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Government Employee"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.99,
  ""prior_alert_count"": 2,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 1.500000000000000e+00,
  ""weeks_since_cash_began"": 2,
  ""weeks_with_cash_activity_pct"": 7.7
}",c2bbfe744da2a2c356d56d7a32342e6d78d20f7f370ff87b9d5af6ba4254bc21,e808795a86b3e6a1a8d98f5e36155d01e1eb53bd3ec5d2ff3cb8026e3ac34c5d
23,23,CU-100120|2026-02-09,CU-100120,Customer 100120,RSGNG1775I,2026-02-09,976735.38,0.72,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      976,735 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 21.67 times declared monthly income for a Government Employee—an occupation with fixed, traceable salary payments that generate virtually no legitimate cash. The activity appeared only 3 weeks ago in sudden bursts (active only 11.5% of weeks, high volatility 0.08), and 86% is immediately transferred out electronically, classic layering behavior with no retention for business expenses.","The deposits do not cluster just below reporting thresholds (0% sitting below round numbers), suggesting the customer is not deliberately structuring to evade CTR filing. The use of a single branch indicates transparency rather than geographic smurfing, and the LOW internal risk rating with no PEP status suggests no prior red flags in the customer's history.","{
  ""avg_deposit"": 195347,
  ""cash_vs_monthly_income"": 21.67,
  ""days_since_kyc"": 761,
  ""declared_annual_income"": 541000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Government Employee"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.86,
  ""prior_alert_count"": 2,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 8.000000000000000e-02,
  ""weeks_since_cash_began"": 3,
  ""weeks_with_cash_activity_pct"": 11.5
}",f8fce775ad76df3f6d91e8413177a4cf7395fb97fc88005c01532dc555e9ebd1,7f241bbd25b25dc2f0bd735884d7a822eda0b75308ac061b7b94983838f157d7
